4.7,4.6,4.6,4.8,4.9,4.8,5.3,5,5.1,5
4.7,4.6,4.8,4.8,5,5.3,5.3,5.1,5.1,5.1
4.7,4.7,4.8,4.9,5.1,5.3,5.4,5.2,5.1,5.1
4.7,4.7,4.8,4.9,5.1,5.3,5.5,5.2,5.3,5.1
4.8,4.7,4.8,4.9,5.3,5.3,5.5,5.2,5.5,5.2
4.8,4.7,4.9,5,5.4,5.4,5.7,5.3,5.5,5.3
4.8,4.7,5,5,5.4,5.4,5.7,5.4,5.5,5.3
4.8,4.7,5,5,5.4,5.5,5.7,5.4,5.6,5.3
4.8,4.8,5,5,5.4,5.5,5.7,5.5,5.6,5.4
4.8,4.8,5,5,5.5,5.6,5.7,5.5,5.7,5.5
4.8,4.8,5,5,5.5,5.7,6,5.5,5.7,5.5
4.8,4.8,5,5,5.5,5.7,6.4,5.5,5.7,5.6
4.8,4.8,5,5.1,5.5,5.8,6.4,5.6,5.8,5.7
4.8,4.8,5,5.1,5.7,5.8,6.8,5.7,5.9,5.8
4.8,4.8,5,5.1,6,5.8,6.9,5.7,6,6
4.8,4.9,5,5.1,6,5.9,7.4,5.8,6,6
4.8,4.9,5,5.1,6.1,6,7.4,5.8,6,6
4.8,4.9,5,5.1,6.2,6,8.2,5.8,6,6.1
4.8,4.9,5,5.2,6.3,6,8.6,5.9,6.1,6.4
4.8,4.9,5,5.2,6.4,6.1,10.7,6,6.1,6.5
4.8,4.9,5.1,5.2,6.4,6.1,10.7,6.1,6.2,6.5
4.8,4.9,5.1,5.2,6.5,6.1,10.9,6.4,6.2,6.8
4.9,4.9,5.1,5.2,6.6,6.3,11,6.4,6.2,6.9
4.9,4.9,5.1,5.2,7,6.5,11.3,6.4,6.2,7
4.9,4.9,5.1,5.3,7.9,6.6,11.4,6.5,6.2,7.4
4.9,4.9,5.1,5.3,8.1,6.8,11.4,6.6,6.3,7.4
4.9,4.9,5.1,5.3,8.2,6.8,11.5,6.7,6.3,8.2
4.9,4.9,5.1,5.3,8.5,7,11.6,6.7,6.4,8.3
4.9,4.9,5.1,5.3,8.7,7.1,11.6,6.7,6.4,8.5
4.9,4.9,5.1,5.3,9.2,7.3,11.7,6.8,6.5,9.3
4.9,4.9,5.1,5.3,9.4,7.3,11.7,7.1,6.6,9.4
4.9,4.9,5.1,5.4,9.5,7.5,12,7.3,6.6,9.6
4.9,4.9,5.1,5.4,9.6,7.7,12.5,7.3,6.6,9.8
4.9,4.9,5.1,5.4,9.6,7.8,12.5,7.4,6.6,9.9
4.9,4.9,5.1,5.4,9.6,7.9,12.8,7.5,6.7,9.9
4.9,5,5.2,5.4,9.6,8,12.9,7.6,6.9,10
4.9,5,5.2,5.4,9.8,8,13.1,7.7,7.1,10.1
4.9,5,5.2,5.4,9.9,8,13.1,7.7,7.1,10.5
4.9,5,5.2,5.4,9.9,8.2,15.1,7.7,7.1,10.6
4.9,5,5.2,5.4,10,8.2,15.2,7.9,7.2,10.7
4.9,5,5.2,5.4,10.1,8.2,16,8.3,7.9,10.7
4.9,5,5.2,5.5,10.1,8.6,16,8.7,8.1,10.7
4.9,5,5.2,5.5,10.3,8.6,16.2,9.2,8.4,10.7
4.9,5,5.2,5.5,10.3,8.8,16.3,9.7,8.9,10.7
4.9,5,5.2,5.5,10.3,9,16.6,9.8,9,10.7
4.9,5,5.2,5.5,10.4,9.4,16.7,9.9,9.1,10.8
4.9,5,5.2,5.5,10.6,9.4,16.7,10.1,10,10.8
4.9,5,5.2,5.5,10.7,9.5,16.9,10.1,10.1,10.8
4.9,5,5.2,5.6,10.8,9.6,16.9,10.2,10.2,10.8
4.9,5,5.2,5.6,10.8,9.6,17.1,10.4,10.2,10.9
4.9,5,5.2,5.6,11.1,10,17.6,10.5,10.2,10.9
5,5,5.2,5.6,11.1,10.2,17.6,10.6,10.3,11
5,5,5.2,5.6,11.6,10.2,17.8,10.6,10.3,11.1
5,5,5.2,5.6,11.6,10.2,18.2,10.6,10.6,11.2
5,5,5.2,5.6,11.9,10.2,19.3,10.9,10.7,11.2
5,5,5.2,5.6,11.9,10.3,19.5,10.9,10.7,11.2
5,5,5.2,5.6,11.9,10.4,19.6,11.1,10.7,11.4
5,5,5.2,5.6,11.9,10.4,19.6,11.1,10.8,11.5
5,5,5.2,5.6,12.1,10.4,20.3,11.1,10.8,11.5
5,5,5.2,5.6,12.3,10.4,20.4,11.2,10.8,11.5
5,5,5.2,5.7,12.4,10.4,20.4,11.2,10.9,11.5
5,5,5.3,5.7,12.5,10.4,20.5,11.2,10.9,11.6
5,5.1,5.3,5.7,12.5,10.5,20.7,11.3,11.1,11.6
5,5.1,5.3,5.7,12.7,10.5,20.7,11.4,11.1,11.6
5,5.1,5.3,5.7,13,10.5,21,11.4,11.1,11.7
5,5.1,5.3,5.7,13.3,10.6,21.1,11.4,11.2,11.7
5,5.1,5.3,5.7,13.5,10.7,21.1,11.5,11.2,11.9
5,5.1,5.3,5.8,13.7,10.8,21.1,11.5,11.3,12.1
5,5.1,5.3,5.8,14.1,11,21.4,11.6,11.3,12.4
5,5.1,5.3,5.8,14.2,11,21.5,11.6,11.4,12.7
5,5.1,5.3,5.8,14.3,11,21.5,11.7,11.4,12.7
5,5.1,5.3,5.8,14.4,11.2,21.5,11.7,11.4,12.7
5,5.1,5.3,5.8,14.4,11.2,22,12.2,11.4,12.7
5,5.1,5.3,5.9,14.8,11.3,22,12.3,11.4,13.1
5,5.1,5.3,5.9,14.8,11.4,22,12.6,11.5,13.1
5,5.1,5.3,5.9,15.1,11.4,22.3,12.6,11.5,14.9
