data10, data20, data30, data40, data50, data60, data70, data80, data90, data100
10.735, 33.617, 13.740, 111.974, 121.206, 92.306, 111.207, 134.023, 89.920, 202.274
23.862, 33.706, 20.913, 111.975, 121.204, 92.071, 111.215, 134.068, 89.977, 202.290
23.927, 12.516, 20.885, 111.940, 121.197, 92.045, 39.432, 134.082, 90.024, 202.331
23.948, 14.929, 20.885, 111.952, 121.194, 92.010, 39.393, 134.066, 90.033, 202.347
23.917, 10.479, 20.846, 111.951, 121.193, 91.999, 39.365, 133.962, 90.056, 202.295
5.216, 10.506, 7.295, 112.830, 121.176, 91.971, 39.422, 133.907, 90.032, 202.265
5.118, 21.937, 45.778, 112.879, 121.165, 91.768, 198.187, 133.894, 90.095, 202.236
5.159, 21.964, 45.888, 112.897, 121.160, 91.771, 198.237, 133.932, 90.076, 202.207
5.707, 22.021, 45.823, 112.901, 121.173, 91.769, 198.254, 133.942, 90.140, 202.389
10.359, 22.079, 45.794, 112.903, 121.169, 91.765, 198.270, 133.981, 90.167, 106.224
5.189, 19.360, 45.764, 112.900, 121.168, 91.756, 198.281, 133.987, 90.175, 106.311
11.169, 19.370, 45.775, 112.884, 121.443, 91.716, 198.249, 133.994, 90.182, 106.295
11.147, 19.348, 45.768, 112.850, 121.438, 91.706, 198.250, 134.013, 90.189, 106.291
20.419, 10.590, 45.749, 112.837, 121.434, 91.707, 198.282, 133.961, 90.173, 106.313
20.516, 10.584, 5.754, 112.850, 121.440, 91.698, 198.298, 133.977, 318.127, 106.309
20.514, 5.013, 111.240, 112.834, 121.446, 49.107, 198.305, 133.936, 318.091, 106.285
15.891, 11.776, 121.808, 112.826, 121.445, 49.113, 198.297, 133.965, 318.085, 106.276
15.991, 26.674, 121.897, 112.839, 121.434, 49.151, 198.300, 134.118, 318.076, 106.282
10.176, 26.667, 121.873, 112.824, 121.439, 49.205, 198.277, 134.125, 318.090, 106.276
5.373, 26.640, 121.786, 112.839, 152.879, 49.270, 198.274, 134.132, 318.041, 106.286
5.293, 26.486, 121.846, 112.842, 152.938, 49.292, 198.266, 134.122, 318.051, 106.135
12.306, 26.489, 121.898, 112.839, 152.940, 80.230, 198.243, 134.154, 318.098, 106.128
12.371, 8.382, 121.998, 112.842, 152.944, 80.123, 198.238, 134.156, 318.100, 106.134
5.243, 50.520, 122.078, 112.832, 152.931, 80.080, 198.227, 60.995, 318.087, 106.086
9.881, 50.531, 122.434, 112.834, 152.938, 80.080, 198.204, 61.067, 318.080, 106.060
9.892, 50.535, 24.023, 104.405, 152.938, 80.007, 198.173, 58.160, 318.123, 106.105
5.173, 50.504, 61.934, 104.371, 152.894, 79.919, 198.164, 58.135, 318.118, 106.102
10.741, 50.503, 61.527, 104.350, 152.896, 79.837, 198.156, 58.144, 318.234, 106.102
10.819, 50.521, 61.442, 104.347, 152.887, 79.760, 198.128, 58.155, 318.317, 8.531
5.571, 50.501, 61.347, 104.376, 152.881, 79.678, 198.138, 58.146, 318.302, 28.593
5.253, 50.493, 61.217, 104.378, 152.825, 79.617, 198.128, 58.140, 318.299, 28.560
5.809, 50.446, 61.161, 104.380, 152.817, 79.589, 198.187, 256.978, 318.320, 28.528
5.679, 5.425, 61.116, 104.363, 152.849, 79.522, 198.188, 257.014, 318.297, 28.512
8.349, 10.323, 61.112, 104.356, 152.838, 141.675, 198.215, 257.010, 318.320, 28.489
5.713, 10.229, 61.173, 104.576, 152.834, 141.661, 198.203, 257.006, 318.320, 32.278
5.666, 35.992, 30.914, 104.711, 152.833, 141.723, 198.194, 257.006, 318.350, 32.459
5.854, 36.125, 30.903, 104.707, 152.750, 141.779, 198.177, 256.989, 318.341, 32.446
10.361, 36.126, 30.909, 104.615, 152.534, 141.826, 198.177, 256.963, 318.336, 32.424
10.223, 36.115, 32.717, 104.603, 152.533, 141.877, 136.309, 256.930, 318.349, 32.427
9.011, 36.103, 32.737, 104.608, 152.528, 141.925, 136.336, 256.890, 318.374, 25.581
5.486, 36.166, 32.699, 104.607, 152.520, 141.941, 136.324, 256.853, 318.389, 25.570
5.962, 4.959, 32.673, 104.617, 152.491, 141.906, 136.298, 256.819, 318.397, 25.574
4.939, 22.390, 32.612, 26.282, 152.491, 141.870, 136.298, 256.788, 318.381, 130.934
5.161, 22.259, 32.605, 26.177, 152.490, 141.829, 136.410, 256.744, 318.362, 130.961
5.021, 22.243, 5.439, 26.164, 152.457, 141.819, 136.403, 256.702, 318.379, 131.012
13.934, 22.267, 18.052, 109.097, 152.429, 141.811, 136.442, 256.652, 318.391, 131.036
13.970, 26.088, 18.194, 109.173, 152.402, 141.784, 136.438, 256.625, 318.363, 131.073
5.891, 25.849, 18.293, 109.177, 152.393, 141.515, 136.457, 256.646, 320.754, 131.126
5.528, 25.811, 5.383, 109.173, 122.592, 141.493, 136.451, 256.619, 320.772, 131.124
5.495, 25.820, 6.432, 109.153, 122.709, 141.486, 136.438, 256.591, 320.796, 131.137
5.789, 14.276, 24.436, 109.131, 122.760, 141.471, 136.451, 256.610, 320.769, 131.123
8.991, 14.400, 24.508, 109.131, 122.861, 141.445, 136.463, 256.766, 320.753, 131.142
15.297, 59.547, 24.523, 109.137, 122.971, 141.441, 136.452, 256.729, 320.724, 131.136
15.381, 59.526, 24.536, 109.172, 123.086, 141.431, 136.462, 256.680, 320.722, 131.137
15.430, 59.531, 6.807, 109.191, 123.227, 141.437, 136.392, 256.653, 320.717, 131.672
11.179, 156.729, 5.345, 109.238, 123.310, 141.426, 136.376, 256.625, 320.719, 131.643
11.201, 156.607, 18.742, 109.048, 123.405, 141.422, 136.379, 256.581, 320.727, 131.655
14.127, 156.507, 18.748, 109.021, 123.512, 141.431, 136.387, 256.547, 320.725, 131.661
14.154, 153.592, 18.772, 109.024, 123.638, 15.445, 136.373, 256.525, 320.776, 131.648
4.859, 153.167, 11.141, 109.026, 123.759, 26.812, 136.385, 256.539, 320.804, 131.630
5.524, 153.085, 11.014, 109.043, 123.868, 26.813, 136.404, 256.557, 320.803, 131.676
5.708, 152.984, 6.103, 109.025, 123.974, 26.813, 136.410, 256.523, 320.771, 131.684
5.219, 153.078, 5.686, 109.020, 124.107, 26.816, 47.664, 256.523, 320.811, 131.686
13.795, 152.987, 9.059, 109.006, 124.215, 99.451, 47.257, 256.500, 320.812, 131.680
13.905, 152.808, 14.334, 108.998, 124.302, 99.466, 47.236, 256.480, 320.770, 131.669
5.307, 152.724, 11.435, 102.462, 124.402, 99.446, 46.930, 256.475, 320.725, 131.667
5.569, 152.459, 5.299, 102.496, 124.504, 99.431, 46.938, 256.461, 320.745, 117.455
10.778, 152.412, 5.213, 102.458, 124.632, 99.419, 46.974, 256.475, 320.770, 117.478
10.803, 152.251, 10.490, 102.421, 124.932, 99.441, 46.973, 256.467, 320.796, 117.466
8.679, 13.893, 10.527, 102.454, 69.695, 99.502, 46.961, 256.390, 320.759, 117.460
5.323, 16.243, 8.545, 102.773, 69.603, 99.505, 37.178, 256.155, 104.510, 117.453
5.527, 16.486, 5.502, 102.849, 69.522, 99.492, 37.149, 256.134, 104.571, 117.450
5.539, 16.428, 6.502, 102.737, 69.411, 99.449, 37.096, 256.105, 104.555, 117.444
19.418, 5.678, 6.889, 102.758, 69.275, 99.451, 37.261, 256.107, 104.565, 117.434
19.382, 18.161, 5.149, 102.780, 69.174, 99.480, 37.268, 256.075, 104.566, 117.319
19.375, 18.310, 5.555, 102.773, 69.047, 99.479, 180.064, 256.091, 104.512, 117.271
5.630, 18.346, 13.703, 102.770, 68.865, 99.470, 180.145, 184.009, 104.473, 117.493
10.450, 7.295, 13.709, 102.827, 68.747, 99.475, 180.141, 184.063, 104.474, 117.523
10.454, 35.204, 5.394, 102.839, 68.626, 99.463, 180.146, 184.082, 104.474, 117.525
5.823, 35.286, 5.319, 102.793, 68.476, 99.400, 180.157, 184.050, 105.040, 117.543
13.612, 35.247, 5.558, 102.721, 68.354, 99.398, 180.164, 184.067, 105.078, 117.556
13.706, 35.254, 5.638, 102.704, 90.865, 60.572, 180.176, 184.032, 105.087, 117.536
6.360, 35.284, 8.481, 102.696, 90.916, 60.665, 180.150, 184.060, 105.049, 117.525
5.403, 35.284, 5.846, 19.802, 90.943, 60.666, 180.135, 184.052, 105.033, 117.459
9.901, 33.967, 5.399, 19.777, 90.928, 60.678, 180.143, 184.059, 105.012, 117.431
9.992, 34.025, 11.046, 109.077, 90.895, 60.665, 180.167, 184.104, 104.998, 117.318
9.007, 33.733, 10.791, 109.086, 90.900, 60.675, 180.173, 184.112, 104.992, 50.497
5.861, 33.729, 5.839, 109.077, 90.924, 60.640, 180.136, 184.105, 104.994, 50.438
5.421, 33.748, 10.992, 109.010, 90.941, 60.622, 180.140, 184.118, 30.299, 50.421
11.539, 33.761, 10.985, 108.997, 90.966, 60.603, 180.147, 184.105, 29.936, 50.418
11.554, 5.252, 5.235, 109.007, 90.944, 60.622, 180.125, 184.106, 29.918, 50.385
19.543, 5.590, 5.785, 109.053, 90.952, 87.932, 180.077, 184.110, 29.920, 50.367
19.526, 17.962, 19.689, 109.050, 90.941, 87.976, 180.040, 184.130, 29.942, 50.377
19.509, 18.041, 19.683, 109.053, 90.951, 87.989, 179.993, 184.112, 46.832, 50.409
5.191, 18.015, 19.558, 109.045, 90.966, 87.989, 179.936, 184.127, 46.398, 16.325
15.410, 7.291, 7.020, 109.042, 90.983, 87.971, 179.927, 184.115, 46.409, 16.269
15.454, 28.742, 5.357, 109.040, 90.961, 88.136, 179.933, 184.117, 46.391, 32.457
15.635, 28.582, 34.538, 109.034, 90.976, 88.140, 179.929, 184.118, 46.393, 32.381
14.895, 28.585, 34.569, 109.037, 79.343, 88.144, 179.956, 184.109, 46.400, 32.347
14.928, 28.597, 34.539, 109.037, 79.415, 88.146, 179.945, 184.109, 46.357, 32.367
20.127, 28.554, 34.477, 109.041, 79.418, 88.178, 179.920, 184.113, 46.302, 32.360
20.190, 8.935, 34.465, 109.036, 79.446, 88.177, 179.923, 184.297, 25.549, 45.169
20.188, 38.583, 34.474, 109.059, 79.471, 88.151, 179.923, 184.277, 25.503, 45.128
20.201, 38.683, 24.602, 109.063, 79.538, 88.127, 179.926, 184.274, 25.496, 44.996
10.258, 38.687, 24.379, 109.063, 79.546, 88.150, 179.939, 184.280, 25.490, 44.943
10.642, 38.696, 24.356, 33.996, 79.420, 88.153, 179.937, 184.286, 24.518, 45.062
10.636, 38.619, 24.349, 33.878, 79.404, 88.164, 179.938, 184.277, 24.834, 45.217
4.844, 38.749, 15.064, 33.873, 79.431, 76.001, 218.260, 184.274, 24.832, 45.314
5.763, 38.756, 11.865, 33.837, 79.453, 76.122, 218.262, 184.259, 153.424, 45.288
4.976, 10.216, 5.025, 33.825, 79.463, 76.126, 218.260, 62.189, 150.399, 130.739
16.225, 10.060, 5.899, 33.830, 79.487, 76.141, 218.262, 62.276, 150.376, 130.685
16.276, 12.639, 6.130, 78.872, 79.516, 76.148, 218.269, 62.275, 150.363, 130.676
16.187, 12.701, 6.010, 78.939, 18.012, 76.153, 218.247, 62.258, 150.343, 130.664
10.291, 5.429, 9.198, 78.906, 100.136, 76.152, 218.240, 62.260, 150.336, 130.637
10.296, 4.937, 5.991, 78.840, 100.157, 76.135, 218.241, 62.256, 150.348, 130.643
6.233, 24.345, 5.331, 78.845, 100.162, 76.133, 218.212, 62.256, 150.360, 130.635
13.922, 24.378, 11.272, 78.839, 100.349, 76.130, 218.209, 62.231, 150.341, 130.595
13.969, 24.376, 11.382, 78.836, 100.125, 76.109, 218.211, 62.210, 150.271, 130.565
11.240, 24.355, 34.573, 78.878, 100.023, 76.092, 218.206, 62.206, 150.262, 130.501
11.283, 6.188, 34.526, 78.844, 100.019, 76.084, 218.231, 62.146, 150.260, 130.414
11.721, 10.637, 34.407, 78.841, 100.011, 76.076, 218.245, 98.385, 150.225, 130.403
11.792, 10.727, 34.250, 78.832, 100.013, 50.221, 218.267, 98.402, 150.191, 130.384
18.674, 6.492, 34.171, 78.853, 100.021, 50.198, 218.261, 98.407, 150.181, 130.375
18.650, 19.701, 23.756, 78.863, 100.019, 50.177, 218.287, 98.368, 150.165, 130.381
18.596, 19.781, 23.764, 78.870, 100.022, 50.149, 218.313, 98.372, 150.171, 130.375
5.147, 19.790, 23.793, 20.476, 100.008, 50.071, 218.287, 98.371, 150.166, 130.371
5.575, 47.119, 23.777, 20.512, 100.007, 50.235, 218.273, 98.371, 150.202, 130.359
5.690, 47.187, 10.000, 20.505, 100.070, 50.200, 218.291, 98.371, 150.208, 130.350
8.723, 47.113, 10.039, 20.489, 100.074, 50.201, 218.286, 98.368, 150.220, 130.337
5.370, 47.002, 5.726, 14.244, 100.070, 12.801, 218.296, 98.353, 150.241, 130.326
10.675, 47.001, 5.506, 74.364, 100.065, 82.144, 218.247, 98.339, 150.257, 130.292
10.869, 46.955, 14.254, 69.732, 169.818, 78.752, 218.249, 98.354, 150.249, 130.269
24.229, 46.933, 14.309, 69.602, 169.686, 78.683, 218.248, 98.341, 150.261, 130.245
24.265, 46.941, 15.754, 69.633, 169.673, 78.671, 218.243, 98.239, 150.287, 12.689
24.275, 46.950, 15.797, 69.633, 169.668, 78.666, 218.210, 98.260, 150.287, 190.277
24.148, 5.225, 15.897, 69.688, 169.654, 78.653, 217.967, 98.266, 173.627, 190.384
6.329, 19.950, 6.064, 69.694, 169.647, 78.640, 217.958, 98.283, 173.728, 190.380
5.262, 20.008, 25.805, 70.168, 169.635, 78.624, 217.948, 98.271, 173.705, 190.406
6.194, 19.977, 25.836, 70.179, 169.859, 78.624, 217.952, 85.590, 173.725, 190.591
5.459, 6.830, 25.824, 70.182, 169.865, 78.633, 218.069, 85.356, 173.773, 190.595
9.441, 18.429, 25.551, 70.168, 169.834, 78.639, 218.058, 85.409, 173.798, 190.612
6.068, 18.533, 5.349, 70.154, 169.826, 78.599, 218.029, 85.489, 173.803, 190.638
5.768, 18.357, 11.013, 53.274, 169.834, 78.575, 218.044, 85.537, 173.797, 190.670
5.825, 16.054, 10.960, 53.306, 169.834, 78.595, 218.027, 85.513, 173.784, 190.668
8.561, 16.052, 67.845, 53.304, 169.834, 159.482, 218.034, 85.562, 173.792, 190.669
19.216, 16.108, 67.760, 53.315, 169.839, 159.570, 182.337, 85.613, 173.776, 190.664
19.272, 5.751, 67.762, 53.312, 169.829, 159.562, 182.362, 85.662, 173.776, 190.668
19.270, 5.965, 67.757, 53.293, 169.833, 159.572, 182.366, 85.727, 173.728, 190.678
5.867, 50.303, 67.836, 53.584, 169.818, 159.538, 182.404, 85.791, 173.718, 190.684
5.694, 50.554, 67.840, 53.575, 169.827, 159.539, 182.369, 86.034, 173.915, 190.681
5.763, 50.512, 67.818, 53.594, 169.831, 159.530, 182.361, 86.084, 174.026, 190.668
14.970, 50.536, 67.829, 15.697, 169.830, 159.523, 182.373, 86.122, 174.030, 190.667
14.920, 50.480, 67.827, 15.691, 169.828, 159.539, 182.386, 30.788, 174.037, 190.671
10.851, 50.467, 67.826, 8.452, 169.834, 159.487, 182.399, 30.461, 173.861, 190.659
10.911, 50.466, 67.841, 78.366, 169.843, 159.459, 182.370, 30.362, 173.868, 190.637
5.420, 50.483, 67.831, 78.507, 169.843, 159.473, 182.336, 68.239, 173.868, 190.622
10.904, 50.518, 38.355, 78.428, 169.837, 159.398, 182.397, 68.175, 173.881, 190.618
10.864, 36.338, 38.396, 78.341, 169.841, 159.422, 182.480, 68.012, 173.882, 190.629
5.262, 36.351, 38.453, 78.374, 169.840, 159.435, 182.561, 67.999, 174.114, 190.614
5.928, 36.341, 38.465, 78.358, 169.845, 159.412, 182.618, 68.012, 174.210, 190.591
5.566, 36.320, 38.501, 78.361, 169.826, 159.412, 182.723, 68.017, 174.241, 190.373
11.701, 36.311, 38.498, 78.375, 169.816, 159.412, 182.808, 68.041, 174.243, 190.377
11.737, 36.326, 38.533, 78.380, 16.230, 159.394, 182.889, 68.036, 174.233, 190.374
5.983, 10.564, 6.876, 78.382, 109.030, 159.391, 182.981, 68.056, 174.243, 190.344
5.808, 10.570, 24.588, 78.401, 109.082, 159.399, 183.077, 68.062, 174.284, 190.287
6.313, 7.914, 24.686, 78.456, 109.135, 159.408, 183.170, 67.775, 174.334, 190.280
6.638, 13.041, 24.910, 78.450, 109.147, 159.406, 183.270, 112.464, 174.343, 190.266
6.566, 12.242, 25.604, 78.083, 109.148, 159.406, 183.354, 112.297, 269.313, 190.273
5.536, 16.381, 5.820, 16.480, 109.188, 159.398, 183.448, 112.332, 269.297, 145.117
5.165, 16.406, 24.605, 16.456, 109.182, 159.383, 183.531, 112.378, 269.514, 145.147
20.675, 16.438, 24.577, 229.514, 109.191, 159.378, 183.640, 112.401, 269.515, 145.136
20.697, 32.861, 24.574, 229.797, 109.251, 159.382, 183.747, 112.433, 269.469, 145.215
20.619, 32.456, 24.691, 229.859, 109.273, 159.367, 183.831, 112.482, 269.429, 145.212
10.265, 32.448, 60.330, 229.864, 109.268, 159.353, 183.917, 112.588, 269.417, 145.188
10.297, 32.443, 60.250, 229.956, 109.263, 14.930, 183.992, 112.647, 269.403, 145.197
8.279, 32.372, 60.257, 230.119, 109.278, 14.986, 184.110, 112.740, 269.407, 145.200
15.073, 42.804, 63.308, 235.984, 112.915, 46.197, 189.008, 116.237, 272.412, 148.700
15.034, 42.774, 63.311, 236.044, 112.963, 46.529, 216.935, 116.218, 272.447, 148.723
5.604, 42.760, 63.324, 236.098, 112.984, 46.511, 216.723, 114.160, 272.435, 148.727
5.583, 42.769, 63.328, 236.194, 113.016, 46.694, 216.600, 114.111, 272.418, 148.694
19.186, 42.778, 63.338, 236.272, 113.010, 46.695, 216.545, 114.144, 272.392, 148.693
19.153, 42.777, 63.339, 236.313, 178.766, 46.751, 216.481, 114.169, 272.399, 148.692
19.161, 42.772, 63.336, 236.357, 178.841, 46.756, 216.499, 173.154, 272.437, 148.666
5.863, 8.612, 63.308, 236.395, 178.847, 46.977, 216.502, 173.107, 272.411, 148.700
5.389, 11.003, 22.742, 236.474, 178.853, 37.684, 216.434, 173.095, 272.410, 148.709
5.377, 10.974, 22.126, 236.560, 178.787, 37.771, 216.418, 173.033, 272.419, 148.706
5.818, 10.598, 44.753, 236.631, 178.782, 37.785, 216.444, 172.964, 272.431, 148.708
13.852, 10.600, 44.816, 236.731, 178.551, 37.773, 216.478, 172.903, 272.400, 148.705
13.976, 5.539, 44.863, 236.756, 178.570, 37.812, 216.486, 172.838, 272.261, 148.729
5.169, 9.618, 44.881, 236.814, 178.543, 37.884, 216.478, 172.801, 272.239, 148.736
22.498, 9.652, 44.886, 236.854, 178.471, 57.496, 216.403, 172.766, 272.232, 148.733
22.054, 10.632, 44.998, 133.505, 178.464, 57.592, 216.319, 172.774, 272.253, 148.709
22.025, 10.610, 45.126, 133.566, 178.441, 57.688, 216.214, 172.744, 272.273, 148.705
21.897, 18.551, 45.159, 133.608, 178.441, 57.661, 216.086, 172.663, 272.228, 148.705
14.321, 18.518, 22.499, 133.625, 178.380, 57.645, 216.075, 172.388, 272.225, 212.067
14.392, 18.501, 22.397, 133.662, 178.345, 57.676, 216.068, 172.313, 272.255, 212.082
7.312, 10.229, 25.459, 133.636, 178.333, 57.699, 216.067, 172.298, 272.417, 212.073
5.462, 10.215, 25.402, 133.650, 178.309, 57.722, 216.056, 172.271, 272.399, 212.062
5.286, 29.245, 6.098, 133.691, 178.338, 57.773, 216.050, 172.255, 272.402, 212.064
5.136, 29.277, 20.692, 133.723, 178.294, 57.830, 216.034, 172.231, 272.400, 212.062
14.597, 29.242, 20.723, 133.738, 178.205, 52.037, 216.030, 172.226, 272.411, 212.065
14.572, 29.226, 20.732, 133.782, 178.183, 51.972, 216.010, 172.209, 272.398, 212.054
26.914, 29.213, 20.672, 133.830, 178.186, 51.977, 216.003, 172.187, 272.389, 212.054
26.987, 13.422, 25.841, 133.799, 178.188, 52.018, 216.014, 172.176, 272.344, 212.049
30.067, 13.355, 25.896, 133.847, 178.212, 52.019, 216.025, 172.162, 272.326, 212.052
30.077, 7.307, 25.805, 133.879, 178.204, 51.987, 216.037, 172.152, 272.322, 212.045
30.085, 18.439, 25.782, 133.922, 178.204, 51.976, 216.035, 172.104, 272.317, 212.039
6.349, 18.375, 27.817, 133.961, 178.169, 51.972, 216.039, 172.094, 272.302, 212.027
10.864, 18.377, 27.945, 134.005, 178.175, 51.955, 216.044, 172.063, 272.294, 212.018
11.064, 9.502, 32.045, 133.987, 178.156, 155.194, 216.072, 172.066, 272.284, 212.014
5.400, 9.487, 32.112, 121.278, 178.140, 154.958, 216.065, 38.731, 194.777, 211.989
5.251, 18.092, 9.188, 121.280, 178.125, 154.861, 216.077, 38.655, 194.833, 211.970
11.893, 18.031, 264.488, 121.331, 178.123, 154.863, 216.063, 38.631, 194.652, 211.829
45.057, 17.996, 264.529, 121.399, 102.747, 154.849, 216.065, 38.604, 194.631, 211.813
41.960, 7.743, 263.933, 121.417, 102.816, 154.846, 216.071, 38.553, 194.613, 211.839
41.912, 17.342, 263.869, 121.420, 102.795, 154.838, 179.891, 5.215, 194.590, 211.789
42.163, 17.335, 263.869, 121.409, 102.866, 154.803, 179.961, 27.984, 194.615, 211.955
42.153, 17.190, 263.886, 121.355, 102.854, 154.768, 183.270, 27.930, 194.616, 211.957
42.107, 12.998, 140.659, 121.309, 102.849, 154.769, 183.273, 27.883, 194.609, 211.942
42.175, 12.900, 80.647, 121.322, 102.832, 154.762, 183.293, 27.659, 194.624, 212.002
10.538, 6.093, 172.956, 121.310, 102.829, 154.723, 183.290, 20.670, 194.613, 212.008
5.824, 28.102, 172.862, 121.306, 102.831, 154.722, 183.299, 20.181, 194.607, 212.000
5.634, 28.152, 172.777, 121.273, 102.828, 154.720, 183.288, 20.187, 194.608, 211.935
5.804, 28.176, 172.724, 121.262, 102.817, 154.727, 183.274, 9.654, 194.593, 211.923
6.105, 28.184, 172.610, 121.266, 102.808, 154.717, 183.297, 11.098, 194.617, 211.874
25.714, 28.180, 172.516, 121.259, 102.825, 154.712, 183.299, 11.093, 194.692, 211.859
25.746, 23.988, 172.442, 121.259, 102.824, 154.722, 183.309, 37.884, 194.759, 211.843
25.749, 24.058, 172.354, 121.257, 102.824, 154.715, 183.306, 37.870, 194.805, 211.861
25.653, 26.682, 172.293, 121.225, 102.818, 154.684, 183.252, 37.636, 194.815, 211.868
5.335, 26.672, 172.259, 121.236, 102.823, 154.622, 183.249, 37.133, 194.786, 211.856
7.079, 26.664, 172.177, 121.050, 102.803, 154.517, 183.271, 36.251, 194.765, 211.831
15.253, 5.706, 172.093, 10.339, 15.126, 154.506, 183.238, 36.191, 194.708, 212.814
15.248, 6.047, 172.007, 10.380, 15.287, 154.494, 183.263, 54.437, 194.706, 212.889
22.947, 5.058, 171.861, 72.239, 15.519, 154.497, 183.275, 54.416, 194.648, 212.868
22.893, 5.637, 169.378, 72.144, 9.643, 154.464, 183.264, 54.467, 194.639, 212.856
22.771, 11.072, 169.214, 71.904, 66.815, 154.448, 183.301, 54.442, 194.626, 212.852
10.248, 11.106, 169.133, 71.885, 66.755, 154.366, 183.307, 54.426, 194.652, 212.838
10.289, 20.920, 168.984, 71.851, 66.622, 67.861, 183.286, 54.410, 194.668, 212.831
10.192, 20.926, 168.819, 71.776, 66.667, 67.833, 183.266, 54.418, 194.662, 212.800
5.951, 20.931, 51.185, 71.748, 66.536, 68.039, 183.299, 54.411, 194.649, 212.782
5.982, 20.912, 51.185, 71.663, 66.467, 68.043, 183.290, 54.423, 194.650, 212.780
5.810, 10.146, 51.133, 71.675, 66.328, 68.026, 183.278, 71.097, 194.667, 212.770
18.342, 10.177, 51.084, 71.654, 66.371, 68.033, 183.269, 71.143, 194.665, 212.761
18.395, 10.012, 50.653, 71.665, 66.389, 68.060, 183.256, 70.928, 194.655, 212.740
18.388, 26.288, 50.595, 71.663, 66.434, 68.076, 183.273, 70.925, 194.646, 212.724
11.083, 26.356, 50.556, 30.740, 23.134, 68.067, 183.270, 70.927, 194.633, 212.722
14.813, 32.166, 54.074, 34.331, 26.820, 71.620, 186.989, 74.508, 18.679, 216.298
5.802, 32.690, 6.181, 34.334, 213.579, 66.879, 22.852, 74.522, 18.731, 216.327
5.277, 31.945, 15.841, 34.303, 213.572, 66.853, 22.752, 74.503, 18.728, 216.330
8.103, 31.769, 15.697, 34.309, 213.549, 66.813, 22.728, 74.503, 7.133, 216.313
5.379, 35.127, 15.597, 165.476, 213.532, 66.803, 22.757, 74.510, 69.913, 216.319
5.259, 35.068, 34.890, 165.182, 213.530, 66.804, 87.742, 74.477, 69.952, 216.316
7.128, 34.978, 34.927, 165.188, 213.523, 66.830, 87.748, 74.459, 69.936, 216.319
11.552, 34.985, 34.909, 165.184, 213.514, 66.833, 87.577, 81.977, 69.910, 216.315
11.508, 156.927, 34.911, 165.175, 213.496, 66.870, 87.545, 81.884, 69.907, 216.307
14.536, 136.777, 34.884, 165.192, 213.540, 66.886, 87.560, 81.814, 69.919, 216.333
14.579, 136.562, 34.880, 165.160, 213.558, 66.837, 87.575, 81.810, 69.921, 216.342
5.161, 136.550, 50.322, 165.153, 213.556, 66.822, 87.615, 81.830, 69.945, 216.297
4.998, 136.514, 50.454, 165.146, 213.547, 64.237, 87.614, 81.834, 69.943, 216.320
5.467, 19.384, 50.752, 165.126, 214.013, 64.312, 87.620, 81.801, 69.950, 216.322
5.321, 19.715, 50.885, 165.296, 214.028, 64.300, 87.398, 81.796, 69.948, 216.318
10.639, 76.129, 50.995, 165.272, 214.033, 64.297, 87.277, 81.795, 69.943, 216.325
16.654, 76.092, 51.104, 165.733, 214.013, 64.314, 87.278, 81.723, 72.480, 216.315
12.473, 76.563, 51.298, 165.759, 214.008, 64.313, 87.088, 81.650, 72.928, 216.287
10.597, 76.576, 51.428, 165.665, 214.005, 64.726, 87.065, 81.672, 72.869, 216.279
11.071, 76.578, 10.467, 165.332, 214.007, 64.720, 88.490, 82.116, 72.864, 216.671
18.505, 76.577, 10.192, 165.326, 214.013, 64.719, 88.441, 82.116, 72.858, 216.702
18.584, 76.572, 38.770, 165.378, 214.050, 64.718, 88.442, 10.613, 72.838, 22.959
18.579, 76.597, 38.888, 165.354, 214.050, 64.724, 88.445, 10.538, 72.832, 23.009
5.163, 76.630, 38.835, 165.336, 214.049, 98.029, 88.425, 10.152, 73.112, 22.994
5.454, 76.667, 38.825, 165.328, 214.033, 98.121, 88.411, 10.146, 73.118, 22.962
8.605, 76.629, 6.621, 165.331, 214.023, 98.119, 88.447, 15.820, 73.135, 6.969
16.675, 76.621, 9.485, 165.310, 214.041, 98.123, 88.440, 15.829, 73.131, 35.306
16.697, 76.704, 15.397, 165.202, 214.010, 98.087, 88.224, 15.807, 73.166, 35.348
16.838, 29.935, 15.540, 165.195, 214.010, 98.093, 88.238, 5.661, 18.246, 35.361
16.909, 29.853, 15.515, 7.601, 214.002, 98.083, 88.235, 5.304, 18.119, 35.338
10.524, 29.882, 5.328, 33.931, 214.005, 98.146, 88.279, 5.488, 17.880, 35.324
10.532, 29.937, 5.539, 33.998, 214.005, 98.276, 88.267, 8.652, 29.532, 35.313
10.227, 29.967, 9.134, 34.118, 214.201, 98.367, 88.275, 11.165, 29.503, 162.868
10.233, 10.603, 26.773, 34.147, 214.197, 98.371, 210.266, 11.132, 29.483, 163.010
8.693, 10.629, 26.881, 45.949, 214.198, 98.377, 210.330, 5.405, 29.484, 163.101
5.413, 32.717, 26.940, 45.888, 214.201, 98.400, 210.124, 6.723, 97.627, 163.144
5.646, 32.544, 26.938, 45.072, 214.193, 98.407, 210.088, 25.967, 97.615, 163.124
5.061, 32.564, 26.939, 45.060, 214.175, 98.421, 210.070, 26.045, 97.607, 163.112
5.447, 32.578, 14.778, 44.995, 214.170, 98.459, 210.218, 26.061, 97.580, 163.104
