data10, data20, data30, data40, data50, data60, data70, data80, data90, data100
6.822, 20.689, 21.499, 52.404, 180.880, 61.923, 211.341, 162.395, 124.264, 266.422
9.415, 20.685, 21.506, 52.422, 180.797, 61.966, 211.653, 162.357, 124.124, 266.411
9.837, 5.173, 21.609, 52.450, 180.759, 61.978, 211.729, 162.282, 124.130, 266.377
10.273, 5.298, 34.369, 18.350, 180.636, 61.982, 212.931, 162.258, 124.118, 266.403
11.075, 5.045, 34.178, 18.383, 180.573, 62.050, 212.949, 162.257, 124.111, 266.380
11.059, 5.094, 34.120, 18.386, 180.482, 62.078, 212.972, 162.560, 124.100, 266.404
54.428, 5.451, 34.130, 18.010, 180.362, 61.881, 213.017, 162.564, 124.134, 266.411
54.363, 13.971, 34.127, 17.936, 180.285, 61.797, 213.023, 162.578, 124.160, 266.408
54.366, 14.077, 34.126, 17.922, 87.766, 61.796, 212.985, 162.576, 124.142, 266.230
45.965, 15.720, 9.726, 34.688, 87.924, 61.819, 212.971, 162.565, 124.133, 266.231
45.869, 15.723, 7.740, 37.898, 88.776, 61.859, 212.909, 162.532, 124.110, 266.230
45.704, 15.711, 5.598, 37.902, 88.798, 250.339, 212.912, 162.476, 124.142, 266.211
7.132, 5.427, 5.439, 37.924, 88.833, 250.472, 212.924, 162.509, 124.142, 266.195
12.765, 6.079, 15.377, 37.943, 88.838, 250.458, 212.921, 162.550, 124.287, 266.193
12.851, 9.880, 15.668, 37.945, 88.917, 250.441, 212.299, 162.596, 124.300, 266.154
5.926, 9.716, 15.646, 42.495, 88.913, 250.466, 212.229, 162.558, 124.275, 266.129
6.050, 9.826, 6.904, 42.442, 88.950, 250.501, 212.231, 162.562, 124.275, 266.085
5.792, 9.756, 11.165, 42.450, 89.038, 250.743, 212.206, 162.591, 124.296, 266.080
6.193, 5.024, 11.237, 42.462, 89.074, 250.769, 212.139, 162.590, 124.293, 266.073
5.963, 5.938, 16.430, 42.462, 89.100, 250.742, 212.071, 162.610, 124.227, 266.096
8.664, 15.204, 16.287, 42.472, 89.152, 250.755, 212.089, 162.631, 124.222, 266.109
18.349, 15.254, 16.307, 42.476, 89.175, 250.757, 212.087, 162.691, 124.292, 266.092
18.228, 15.261, 17.006, 52.033, 89.204, 250.706, 212.057, 162.687, 124.278, 266.113
8.578, 16.136, 16.663, 52.329, 89.228, 250.694, 211.330, 162.693, 8.057, 266.061
5.133, 16.211, 16.688, 52.299, 89.245, 250.711, 211.324, 162.666, 13.507, 266.061
4.969, 16.191, 25.602, 52.318, 27.281, 123.248, 211.304, 162.718, 13.555, 266.022
9.988, 5.329, 25.605, 52.348, 27.249, 123.179, 211.227, 162.713, 24.180, 266.000
11.041, 4.640, 25.611, 52.314, 27.293, 122.822, 211.248, 162.648, 24.082, 265.996
5.685, 15.748, 25.579, 52.279, 27.293, 122.777, 211.231, 86.440, 23.960, 265.972
5.644, 15.718, 25.554, 52.287, 27.268, 122.663, 211.240, 86.493, 23.867, 265.968
15.873, 15.700, 5.749, 52.281, 42.704, 122.655, 211.231, 86.503, 14.143, 265.949
15.967, 11.359, 10.994, 52.286, 42.698, 122.677, 211.245, 86.487, 14.271, 265.957
15.941, 11.390, 11.028, 26.782, 42.693, 122.682, 72.857, 86.448, 43.443, 265.952
5.603, 14.873, 6.436, 26.744, 42.632, 122.645, 72.630, 86.405, 43.445, 265.952
12.368, 14.951, 17.725, 26.754, 42.656, 122.629, 72.629, 86.433, 43.451, 267.041
12.424, 14.796, 17.789, 26.737, 41.190, 122.656, 72.629, 86.414, 43.452, 267.069
9.270, 21.173, 17.770, 14.469, 41.169, 122.644, 72.558, 86.351, 43.427, 267.108
5.862, 21.201, 10.007, 14.320, 119.550, 122.633, 72.465, 86.363, 43.275, 267.075
5.381, 21.251, 9.975, 50.255, 119.379, 122.644, 72.313, 86.398, 43.271, 267.101
11.810, 21.243, 5.480, 50.279, 119.371, 122.662, 72.293, 86.395, 44.240, 267.106
11.884, 26.267, 8.030, 50.296, 119.382, 123.650, 72.227, 86.404, 45.186, 267.118
15.012, 26.387, 5.912, 50.326, 119.376, 123.690, 72.198, 86.431, 45.243, 267.131
15.025, 26.377, 9.809, 50.356, 119.382, 123.677, 72.188, 86.650, 45.213, 267.141
15.025, 26.372, 9.886, 50.176, 119.377, 123.712, 72.209, 86.746, 45.216, 267.149
9.772, 26.358, 10.472, 50.182, 119.393, 123.743, 72.228, 70.408, 45.229, 267.149
9.791, 11.497, 10.463, 50.161, 119.379, 123.766, 70.739, 70.377, 45.230, 267.155
13.209, 11.499, 17.632, 50.314, 119.360, 123.768, 70.813, 70.323, 45.207, 267.149
13.018, 15.363, 17.607, 30.151, 119.369, 22.877, 70.905, 70.286, 9.023, 267.139
5.394, 15.302, 16.578, 30.145, 119.404, 119.145, 70.916, 70.294, 24.685, 236.004
10.979, 15.262, 6.172, 29.248, 119.423, 119.137, 70.913, 70.282, 24.911, 236.051
11.025, 6.550, 5.324, 29.258, 119.425, 119.118, 70.936, 70.305, 25.328, 236.047
13.240, 5.401, 12.643, 29.280, 119.415, 119.143, 69.972, 70.315, 25.300, 235.994
13.216, 9.974, 12.675, 10.977, 119.419, 119.061, 69.955, 70.278, 25.274, 236.002
10.669, 10.044, 26.186, 33.340, 119.425, 119.108, 69.865, 70.236, 11.180, 235.992
10.604, 5.382, 26.224, 33.378, 119.393, 119.116, 69.848, 69.200, 12.580, 235.990
5.053, 16.043, 25.888, 33.371, 119.352, 119.106, 69.769, 69.123, 5.950, 235.983
5.422, 16.141, 25.903, 33.343, 119.352, 119.108, 28.899, 68.997, 6.085, 235.976
4.985, 16.153, 25.956, 33.358, 119.348, 119.110, 28.619, 54.407, 5.654, 236.005
5.381, 5.190, 33.238, 33.362, 144.370, 119.111, 28.546, 54.487, 53.924, 236.003
10.682, 22.125, 33.302, 19.583, 145.515, 119.097, 28.500, 54.473, 53.962, 235.975
10.564, 22.078, 33.266, 18.230, 145.515, 119.081, 28.410, 54.489, 53.950, 235.982
4.938, 22.081, 33.302, 18.260, 145.510, 119.080, 16.242, 54.480, 53.940, 235.973
5.288, 22.054, 33.245, 76.789, 145.514, 119.086, 16.251, 54.478, 53.210, 236.046
11.731, 15.085, 33.213, 76.911, 145.520, 119.089, 13.125, 54.536, 52.853, 236.049
11.621, 15.185, 11.552, 76.993, 145.512, 119.095, 13.149, 54.573, 52.825, 236.038
5.416, 15.185, 11.573, 77.032, 145.498, 119.103, 5.508, 54.654, 52.796, 236.037
5.565, 17.493, 19.295, 77.112, 148.803, 119.114, 5.656, 13.374, 52.769, 236.029
5.045, 17.466, 19.323, 77.145, 148.861, 119.124, 5.303, 13.396, 50.074, 236.030
5.320, 17.400, 19.286, 77.162, 148.878, 118.782, 10.917, 7.116, 50.115, 236.027
5.347, 16.386, 24.991, 77.192, 148.902, 118.750, 10.966, 82.350, 50.100, 236.039
5.345, 16.432, 25.042, 77.210, 148.919, 118.757, 5.670, 82.467, 50.137, 236.044
10.051, 16.403, 25.024, 77.215, 148.935, 70.265, 7.402, 82.490, 50.186, 236.045
9.939, 6.148, 25.058, 77.233, 148.940, 70.358, 37.695, 82.784, 50.196, 236.110
5.090, 7.938, 25.059, 77.243, 148.925, 70.370, 37.700, 82.711, 50.195, 236.137
5.149, 5.177, 5.567, 77.217, 148.919, 70.365, 37.666, 82.625, 50.202, 236.147
17.025, 14.957, 4.849, 77.208, 148.944, 70.408, 37.656, 82.616, 50.204, 236.150
17.163, 15.091, 5.249, 90.758, 148.951, 70.363, 37.652, 82.623, 10.737, 236.158
17.171, 15.092, 17.987, 90.874, 148.957, 70.378, 37.563, 82.596, 10.799, 236.145
5.456, 11.343, 18.117, 90.924, 148.932, 70.398, 21.119, 82.827, 32.518, 236.144
5.237, 11.366, 18.137, 90.936, 148.913, 70.361, 21.127, 82.706, 32.570, 236.137
5.260, 5.534, 15.684, 90.887, 148.922, 70.389, 153.896, 82.657, 32.558, 236.179
16.974, 5.307, 15.593, 90.817, 148.922, 70.397, 157.644, 82.565, 32.551, 236.194
17.024, 4.888, 15.579, 90.687, 148.913, 70.394, 157.672, 81.512, 32.502, 236.237
16.983, 5.244, 16.655, 90.600, 148.893, 70.388, 157.689, 81.493, 32.141, 236.259
6.204, 4.991, 16.767, 90.595, 148.893, 70.406, 157.694, 86.551, 28.071, 236.308
15.181, 9.740, 16.902, 90.572, 148.884, 18.226, 157.698, 86.569, 28.120, 236.309
15.224, 9.760, 15.570, 90.557, 148.917, 18.033, 157.711, 86.584, 28.124, 236.311
15.250, 5.233, 15.458, 90.555, 112.890, 18.025, 157.716, 86.667, 28.115, 236.385
7.098, 9.927, 15.371, 90.619, 112.929, 59.014, 157.718, 86.657, 28.103, 236.395
5.381, 9.926, 26.607, 90.612, 112.963, 59.133, 157.768, 86.725, 33.138, 236.457
5.244, 6.124, 26.819, 90.621, 112.983, 59.138, 157.779, 86.340, 31.863, 236.461
5.760, 19.650, 26.877, 90.665, 112.994, 59.146, 157.743, 86.246, 31.836, 236.461
9.821, 19.670, 26.898, 90.754, 113.030, 59.178, 157.681, 86.207, 31.813, 236.483
9.847, 19.646, 26.904, 53.184, 113.271, 59.175, 157.615, 86.233, 31.779, 236.487
6.419, 19.618, 19.283, 53.371, 113.289, 59.183, 157.553, 86.212, 31.738, 278.934
11.402, 11.575, 23.007, 61.916, 116.681, 66.279, 160.828, 90.192, 24.586, 285.356
9.222, 10.774, 23.034, 62.009, 116.734, 66.286, 160.770, 90.252, 24.669, 285.708
10.116, 10.582, 6.358, 61.995, 116.763, 66.272, 160.872, 162.903, 24.715, 285.822
9.612, 10.418, 58.262, 61.971, 116.797, 69.923, 160.813, 162.914, 50.097, 285.901
10.541, 27.379, 58.265, 62.073, 116.840, 69.957, 160.801, 162.953, 49.929, 285.897
24.817, 27.253, 58.290, 62.136, 116.880, 69.954, 160.791, 162.967, 49.867, 285.954
24.836, 26.983, 58.303, 62.175, 116.914, 69.953, 160.798, 162.961, 49.821, 286.047
24.771, 26.832, 58.287, 74.810, 116.910, 69.966, 160.787, 162.978, 49.723, 286.144
24.764, 16.348, 58.325, 74.834, 116.941, 69.970, 160.724, 162.982, 49.645, 286.248
24.752, 16.314, 58.418, 74.771, 116.982, 69.964, 160.603, 162.871, 49.528, 286.363
16.882, 16.308, 58.409, 74.649, 117.020, 69.982, 160.454, 162.903, 49.434, 286.467
16.969, 5.197, 58.350, 74.629, 117.046, 69.987, 160.338, 162.936, 49.379, 286.634
16.980, 6.042, 58.285, 74.613, 117.075, 70.018, 160.283, 162.770, 5.083, 286.738
15.419, 11.859, 58.324, 74.606, 146.735, 70.024, 48.075, 162.819, 12.815, 286.831
15.217, 11.939, 26.791, 74.632, 146.838, 70.061, 48.096, 162.793, 12.852, 286.849
15.201, 12.961, 26.884, 74.600, 146.840, 70.069, 48.290, 162.849, 59.821, 286.954
5.573, 13.131, 26.845, 74.582, 146.810, 124.519, 48.319, 162.846, 59.801, 287.036
5.644, 22.025, 26.796, 74.577, 146.799, 124.562, 48.297, 162.860, 59.793, 291.906
6.667, 22.039, 26.813, 74.594, 146.809, 124.553, 48.331, 162.873, 59.751, 292.267
9.979, 22.019, 15.926, 74.602, 146.820, 124.572, 48.121, 162.981, 59.041, 292.353
9.834, 21.566, 16.032, 74.562, 146.836, 124.568, 48.123, 163.019, 59.054, 292.474
5.175, 7.460, 16.066, 87.868, 146.837, 124.598, 48.144, 163.028, 59.067, 292.523
5.344, 10.389, 29.522, 87.945, 146.838, 124.595, 7.442, 163.100, 59.066, 292.556
12.283, 10.401, 30.661, 87.937, 146.851, 124.615, 16.672, 163.131, 59.065, 292.651
12.235, 11.089, 30.673, 87.948, 146.852, 124.632, 16.692, 163.175, 59.075, 292.769
10.618, 12.377, 30.678, 87.949, 146.854, 124.671, 16.641, 163.188, 59.073, 292.841
10.713, 28.831, 30.681, 87.948, 146.849, 124.698, 32.540, 163.169, 64.819, 292.934
5.361, 28.798, 30.674, 87.947, 146.844, 124.732, 32.637, 163.232, 64.906, 293.067
8.954, 28.713, 11.068, 87.954, 146.856, 124.791, 32.599, 206.132, 64.864, 293.123
5.372, 28.449, 11.073, 87.959, 146.859, 124.839, 32.598, 206.417, 64.842, 293.183
5.718, 28.357, 35.728, 87.964, 146.867, 124.861, 32.603, 206.480, 64.838, 293.232
5.692, 14.118, 35.754, 87.966, 146.867, 124.677, 32.628, 206.482, 64.804, 293.329
6.640, 15.071, 35.766, 87.957, 146.882, 124.701, 106.456, 206.537, 64.772, 293.410
5.793, 5.550, 35.893, 87.989, 146.888, 124.723, 106.429, 206.543, 64.723, 293.538
7.618, 11.533, 35.938, 87.992, 146.888, 124.694, 106.435, 206.535, 64.717, 293.691
12.888, 11.654, 35.254, 88.022, 146.855, 124.680, 106.464, 206.536, 64.715, 293.806
11.958, 15.993, 38.668, 86.487, 145.801, 123.775, 105.436, 205.569, 63.482, 292.929
5.110, 15.984, 38.638, 46.371, 145.787, 123.750, 105.401, 205.547, 60.260, 292.997
5.281, 15.985, 38.630, 46.206, 145.763, 123.742, 105.386, 205.552, 60.328, 293.081
5.405, 6.071, 38.633, 46.237, 145.743, 123.722, 105.452, 205.547, 60.304, 293.176
5.272, 10.084, 38.629, 46.230, 145.723, 156.726, 105.493, 205.544, 60.305, 293.272
5.324, 10.080, 38.634, 46.218, 145.716, 156.892, 105.223, 205.546, 60.965, 293.326
15.782, 5.619, 38.616, 46.213, 109.212, 156.986, 105.205, 205.537, 60.968, 293.418
15.771, 22.620, 9.175, 46.248, 109.303, 156.996, 105.192, 205.546, 60.982, 293.483
15.758, 22.694, 25.378, 46.281, 109.222, 157.004, 105.178, 205.508, 60.978, 293.571
9.737, 22.688, 25.484, 46.293, 109.225, 157.017, 105.150, 205.507, 61.013, 293.682
9.699, 22.665, 25.491, 75.709, 109.226, 157.023, 105.139, 205.539, 60.869, 293.838
4.679, 16.872, 25.488, 75.737, 109.235, 157.059, 105.129, 205.554, 60.846, 293.964
6.822, 16.952, 25.533, 75.649, 109.225, 157.106, 105.132, 205.554, 65.111, 346.213
5.106, 17.024, 31.864, 75.642, 109.201, 157.153, 105.139, 205.554, 65.187, 346.116
5.275, 25.652, 33.108, 75.631, 109.218, 157.150, 25.777, 205.562, 65.206, 346.002
5.406, 25.666, 33.123, 75.650, 109.231, 157.156, 24.627, 205.579, 65.349, 345.923
9.151, 25.702, 33.100, 75.836, 109.241, 157.166, 24.625, 205.572, 65.324, 345.829
22.708, 25.716, 33.079, 75.820, 109.047, 157.155, 58.144, 205.572, 65.342, 345.747
22.789, 28.235, 33.073, 75.824, 109.056, 157.166, 58.121, 205.585, 65.253, 345.646
27.621, 28.237, 10.802, 75.734, 109.024, 157.186, 58.092, 205.562, 65.251, 336.250
27.590, 28.239, 10.812, 75.738, 109.015, 157.162, 58.091, 205.562, 65.254, 336.008
27.608, 28.226, 11.271, 75.815, 109.023, 157.174, 58.088, 209.198, 68.346, 335.895
28.286, 28.190, 11.279, 75.804, 109.024, 157.184, 58.101, 209.303, 68.385, 335.802
28.308, 14.387, 10.819, 75.811, 109.044, 157.213, 58.099, 209.323, 68.365, 335.668
28.256, 14.372, 17.470, 77.225, 109.047, 157.229, 58.306, 209.357, 121.139, 335.554
8.877, 14.353, 17.524, 77.253, 109.057, 157.030, 58.306, 209.370, 122.022, 335.431
9.296, 30.656, 17.532, 77.203, 109.056, 157.009, 58.332, 209.346, 122.117, 335.285
15.867, 30.671, 32.981, 77.226, 5.101, 156.951, 8.586, 209.385, 122.270, 311.476
15.760, 30.673, 33.017, 77.208, 14.202, 156.940, 29.355, 209.507, 122.346, 311.060
4.956, 30.689, 33.008, 77.196, 14.291, 156.948, 27.853, 179.575, 122.389, 310.751
5.306, 30.681, 33.017, 77.194, 25.244, 156.951, 27.932, 179.682, 122.098, 310.612
4.872, 30.616, 33.079, 77.202, 23.788, 156.959, 27.985, 179.675, 122.291, 310.346
5.033, 9.719, 33.108, 77.180, 23.775, 156.965, 28.013, 179.654, 122.366, 310.221
9.700, 9.774, 36.980, 77.149, 121.950, 156.994, 5.315, 179.657, 122.458, 310.104
9.730, 7.598, 37.065, 77.145, 121.992, 157.232, 6.932, 179.636, 122.565, 309.939
4.815, 6.707, 37.035, 77.156, 121.984, 157.501, 5.544, 179.649, 122.599, 309.838
5.369, 6.237, 37.036, 77.160, 121.956, 157.532, 11.580, 179.661, 122.694, 309.715
5.620, 15.926, 37.028, 77.174, 121.976, 157.531, 11.726, 179.677, 122.795, 299.100
10.118, 15.951, 37.073, 77.180, 118.835, 157.573, 79.289, 179.693, 114.429, 298.512
10.033, 15.957, 37.080, 40.080, 118.762, 157.599, 79.274, 179.648, 114.356, 298.378
5.003, 13.198, 45.520, 40.075, 118.741, 157.583, 79.187, 179.822, 114.421, 298.227
4.917, 13.158, 45.626, 40.070, 118.718, 157.535, 79.118, 179.869, 114.324, 298.123
12.042, 5.029, 45.758, 39.977, 118.723, 157.577, 79.039, 179.864, 114.284, 298.006
12.071, 34.770, 45.840, 39.980, 118.719, 157.593, 79.000, 179.908, 114.201, 297.877
5.509, 34.822, 45.881, 39.973, 118.715, 157.603, 78.906, 179.941, 114.178, 297.795
5.839, 34.900, 45.877, 39.965, 118.720, 157.404, 78.877, 179.893, 114.115, 297.652
5.350, 34.881, 45.894, 39.956, 118.713, 157.417, 78.796, 179.890, 114.075, 297.479
5.308, 34.856, 45.898, 12.076, 118.720, 157.437, 78.736, 179.900, 114.040, 297.346
7.179, 34.870, 45.920, 12.045, 118.710, 157.503, 78.640, 180.553, 82.573, 297.229
5.462, 21.672, 5.225, 26.850, 118.706, 157.590, 78.162, 180.567, 82.733, 297.088
9.882, 22.875, 5.826, 26.822, 118.718, 157.589, 25.813, 180.578, 82.887, 296.981
9.925, 22.855, 5.163, 26.817, 118.722, 157.606, 25.902, 180.570, 82.779, 296.873
11.003, 22.794, 7.724, 26.804, 118.726, 157.624, 26.071, 180.591, 82.264, 296.626
11.174, 5.327, 11.208, 26.773, 118.729, 157.637, 26.154, 180.708, 82.122, 296.529
11.880, 10.153, 10.616, 9.556, 118.725, 157.636, 117.461, 180.702, 82.099, 296.419
11.884, 10.212, 6.070, 15.889, 118.728, 157.643, 117.488, 180.692, 81.757, 296.296
10.332, 21.308, 5.877, 15.878, 131.991, 157.673, 117.508, 180.691, 81.717, 296.186
10.584, 21.461, 17.155, 15.885, 132.078, 157.710, 117.507, 180.722, 81.651, 296.059
6.006, 21.451, 17.115, 11.561, 132.094, 157.762, 117.470, 180.727, 81.645, 252.097
5.207, 21.400, 17.114, 11.515, 132.099, 157.701, 117.486, 180.725, 284.074, 252.130
6.495, 10.886, 6.820, 6.408, 132.102, 157.625, 117.536, 180.747, 284.144, 252.142
6.672, 10.809, 45.003, 48.443, 132.110, 157.629, 117.550, 180.765, 284.134, 252.132
5.413, 21.889, 45.232, 48.379, 132.132, 157.523, 117.279, 180.763, 284.130, 252.130
4.960, 21.919, 45.227, 48.376, 132.128, 157.493, 117.316, 227.251, 284.144, 252.113
5.759, 21.872, 45.240, 48.003, 132.129, 159.275, 117.343, 228.295, 284.213, 252.084
5.668, 21.870, 45.243, 47.953, 132.154, 159.365, 117.268, 228.262, 284.298, 252.070
11.385, 6.023, 45.252, 47.956, 132.128, 159.382, 117.176, 228.246, 284.331, 252.062
11.337, 6.929, 47.495, 47.943, 132.241, 159.360, 117.123, 228.245, 284.372, 252.047
4.973, 18.281, 47.533, 47.947, 132.302, 159.360, 117.025, 228.249, 284.438, 252.037
10.465, 18.344, 67.489, 47.940, 132.324, 159.322, 116.929, 228.260, 284.495, 252.041
10.513, 18.332, 67.593, 35.475, 132.341, 159.302, 116.700, 228.234, 284.572, 252.040
5.387, 28.963, 67.644, 35.439, 132.346, 159.318, 116.651, 228.211, 284.515, 252.035
5.300, 27.857, 67.606, 35.424, 132.340, 159.326, 17.830, 228.181, 284.539, 252.027
5.266, 27.854, 67.575, 35.407, 132.348, 159.353, 83.358, 228.182, 284.604, 252.036
9.864, 27.840, 67.577, 35.406, 132.355, 159.372, 83.292, 228.197, 284.621, 252.053
9.922, 27.835, 67.539, 35.576, 132.360, 159.375, 83.295, 228.189, 284.627, 252.259
10.539, 21.566, 67.435, 86.464, 132.408, 159.368, 83.332, 228.172, 284.667, 252.250
10.575, 21.617, 67.456, 86.490, 132.409, 159.365, 83.347, 228.228, 284.520, 252.273
7.035, 21.635, 67.426, 86.498, 132.413, 159.355, 83.280, 228.251, 284.582, 252.351
8.715, 21.648, 67.380, 86.412, 132.414, 159.546, 83.177, 228.288, 284.623, 252.336
5.138, 23.964, 67.379, 86.340, 132.435, 159.567, 83.147, 228.292, 284.680, 252.346
5.011, 23.942, 67.387, 86.340, 132.447, 159.571, 83.086, 228.299, 284.739, 252.361
8.323, 23.954, 21.370, 86.374, 10.293, 159.575, 83.053, 228.308, 285.014, 252.366
7.903, 23.971, 21.414, 86.421, 10.318, 159.594, 82.964, 228.335, 285.094, 252.399
10.002, 21.069, 21.422, 86.427, 9.867, 159.607, 82.881, 228.326, 285.186, 252.436
6.126, 21.194, 21.430, 86.448, 9.769, 159.626, 82.786, 228.311, 285.252, 255.606
5.903, 21.143, 19.434, 86.466, 6.287, 159.621, 82.717, 228.539, 285.313, 255.641
10.057, 21.157, 19.610, 86.489, 10.135, 159.645, 21.416, 228.557, 285.376, 255.685
10.057, 5.083, 19.614, 86.525, 10.111, 159.653, 21.508, 228.596, 285.448, 255.714
9.454, 11.124, 19.606, 86.522, 71.869, 159.627, 21.486, 228.670, 285.361, 255.741
9.132, 11.246, 5.888, 86.524, 71.848, 159.408, 21.523, 228.699, 285.413, 255.767
9.007, 5.161, 14.192, 86.552, 71.862, 159.419, 39.030, 228.936, 285.476, 255.777
8.605, 5.609, 14.215, 12.874, 71.859, 162.561, 39.124, 228.991, 285.555, 255.802
9.236, 5.793, 31.890, 13.389, 71.790, 162.595, 39.297, 229.049, 285.583, 255.817
22.101, 20.077, 33.466, 13.393, 71.730, 154.630, 39.271, 229.051, 285.620, 255.829
22.093, 20.188, 33.548, 22.417, 71.775, 154.737, 39.298, 229.076, 285.720, 255.875
11.249, 20.185, 33.641, 21.175, 71.589, 154.757, 39.315, 229.060, 285.775, 255.913
9.923, 15.232, 33.727, 21.173, 71.609, 154.753, 101.682, 229.061, 285.839, 255.921
8.929, 15.246, 9.116, 45.089, 71.617, 154.746, 101.688, 229.026, 285.908, 255.936
8.883, 15.238, 40.785, 45.141, 71.646, 154.759, 101.692, 229.107, 285.946, 255.945
9.136, 5.265, 40.721, 45.151, 71.623, 154.767, 101.621, 229.190, 285.995, 255.718
9.247, 16.056, 40.699, 45.155, 71.632, 154.724, 101.618, 229.213, 286.063, 255.720
8.137, 16.130, 40.721, 45.167, 26.947, 154.689, 101.597, 229.216, 286.140, 255.724
5.292, 16.127, 40.624, 45.213, 26.882, 154.673, 101.429, 229.015, 286.201, 255.728
5.378, 24.422, 40.557, 45.223, 26.782, 154.655, 101.377, 149.424, 286.258, 255.711
10.014, 25.755, 40.515, 45.318, 26.759, 154.612, 101.388, 149.472, 286.340, 255.721
10.058, 25.748, 28.646, 35.768, 129.324, 154.613, 101.387, 149.482, 286.396, 255.722
5.044, 25.767, 28.654, 35.766, 129.363, 154.616, 101.332, 149.479, 286.392, 185.518
5.415, 25.780, 28.675, 35.771, 129.393, 154.626, 101.309, 149.493, 286.448, 185.577
5.211, 15.673, 28.693, 35.765, 129.404, 154.628, 101.310, 149.518, 286.531, 185.588
4.965, 15.715, 32.012, 35.685, 129.413, 154.636, 101.419, 149.526, 286.620, 185.579
9.954, 15.655, 44.224, 35.669, 129.666, 154.647, 101.400, 149.528, 286.685, 185.607
9.978, 5.437, 44.214, 10.109, 129.656, 154.660, 101.377, 149.522, 286.763, 185.613
12.906, 5.025, 44.221, 10.088, 129.674, 154.676, 101.355, 149.552, 187.353, 185.604
13.041, 17.167, 44.250, 11.931, 129.751, 154.689, 140.352, 149.653, 187.366, 185.606
16.628, 17.295, 44.237, 11.929, 129.870, 154.698, 140.494, 149.688, 187.358, 185.606
16.671, 17.302, 44.044, 75.186, 129.979, 154.697, 140.503, 149.692, 187.365, 185.573
16.697, 5.389, 44.047, 75.187, 130.086, 154.705, 140.531, 149.697, 187.389, 185.570
5.325, 4.716, 65.112, 75.223, 130.129, 154.718, 140.583, 149.723, 187.401, 185.582
5.814, 4.980, 65.050, 75.305, 130.263, 154.725, 140.571, 149.696, 187.424, 185.596
12.139, 4.632, 65.148, 75.391, 130.342, 154.729, 140.560, 149.687, 187.435, 185.605
12.194, 7.177, 65.484, 75.459, 130.372, 154.740, 140.550, 149.698, 187.379, 185.604
10.741, 6.007, 65.629, 75.573, 130.377, 154.933, 140.590, 149.707, 187.339, 185.596
10.703, 4.838, 65.757, 75.681, 130.261, 154.951, 140.618, 149.731, 187.307, 185.599
4.988, 5.634, 65.875, 75.791, 130.266, 22.696, 140.629, 149.733, 187.301, 185.660
5.274, 10.662, 66.010, 75.856, 130.280, 22.727, 140.626, 149.749, 187.283, 185.670
6.746, 10.593, 66.131, 75.940, 130.274, 22.727, 140.552, 149.742, 187.273, 185.680
12.659, 28.488, 28.842, 75.987, 133.586, 22.739, 140.557, 149.964, 187.297, 185.705
12.709, 28.556, 28.818, 76.046, 133.639, 63.877, 140.606, 150.004, 187.342, 185.706
5.397, 28.564, 28.821, 76.115, 133.666, 63.852, 140.944, 150.046, 187.375, 185.726
5.582, 28.555, 28.674, 17.947, 133.661, 63.845, 141.004, 10.892, 187.362, 185.729
16.347, 28.546, 10.753, 17.791, 42.770, 63.781, 141.037, 10.891, 187.340, 185.734
16.461, 12.085, 39.949, 76.579, 42.855, 63.661, 141.045, 32.135, 187.338, 185.734
16.463, 13.271, 40.105, 76.641, 42.865, 63.643, 141.078, 32.061, 187.348, 185.755
5.053, 10.349, 40.164, 76.666, 42.877, 63.621, 141.092, 32.053, 187.325, 185.762
16.590, 10.382, 40.297, 76.708, 42.869, 63.614, 141.102, 32.121, 187.334, 185.765
16.586, 25.382, 40.348, 76.724, 42.891, 63.613, 141.121, 32.122, 187.331, 185.733
16.529, 26.728, 40.403, 76.758, 42.901, 63.567, 141.104, 174.575, 187.349, 185.733
6.257, 26.740, 45.921, 76.755, 42.904, 63.545, 141.101, 174.689, 187.352, 37.016
15.844, 26.722, 45.871, 76.738, 5.513, 17.992, 90.948, 174.678, 187.615, 35.813
15.936, 26.727, 45.782, 76.141, 8.708, 17.178, 90.913, 174.598, 187.625, 35.801
15.851, 10.442, 45.707, 76.129, 55.565, 63.009, 90.921, 174.580, 187.613, 34.397
5.388, 10.455, 45.550, 76.125, 55.544, 62.983, 91.003, 174.590, 187.609, 34.385
23.152, 4.984, 61.165, 76.127, 55.434, 62.985, 91.032, 174.616, 187.611, 34.403
23.121, 5.311, 61.176, 76.137, 55.432, 62.983, 91.088, 174.587, 187.607, 123.833
23.068, 5.448, 61.030, 76.115, 55.340, 62.969, 91.090, 174.569, 187.564, 123.881
5.355, 5.025, 60.958, 6.589, 55.258, 62.957, 91.094, 174.569, 186.906, 123.880
10.957, 15.965, 60.878, 32.158, 55.156, 62.962, 91.123, 174.539, 186.698, 123.876
11.107, 15.105, 60.787, 32.202, 55.018, 62.960, 91.102, 174.515, 22.517, 123.890
11.201, 5.760, 59.679, 32.194, 54.852, 62.953, 91.096, 174.498, 22.228, 123.882
9.715, 16.142, 59.607, 32.161, 25.299, 62.958, 91.086, 174.504, 22.027, 123.877
9.355, 16.226, 59.508, 32.167, 25.349, 62.957, 91.099, 174.502, 22.030, 123.660
26.503, 16.094, 5.617, 32.155, 25.339, 62.950, 91.125, 174.461, 10.629, 123.668
26.386, 13.571, 20.960, 70.694, 179.244, 5.416, 91.144, 174.418, 78.147, 123.658
